"Notes"	"Age"	"Age Code"	"Ethnicity"	"Ethnicity Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Population
	"60 years"	"60"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	144328
	"60 years"	"60"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1104323
	"60 years"	"60"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	117423
	"60 years"	"60"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1045802
	"61 years"	"61"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	145934
	"61 years"	"61"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1169812
	"61 years"	"61"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	116920
	"61 years"	"61"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1103176
	"62 years"	"62"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	133245
	"62 years"	"62"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1027639
	"62 years"	"62"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	105199
	"62 years"	"62"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	959302
	"63 years"	"63"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	127608
	"63 years"	"63"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	952004
	"63 years"	"63"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	99639
	"63 years"	"63"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	881787
	"64 years"	"64"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	127071
	"64 years"	"64"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	916833
	"64 years"	"64"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	99519
	"64 years"	"64"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	845933
	"65 years"	"65"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	114956
	"65 years"	"65"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	883480
	"65 years"	"65"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	89770
	"65 years"	"65"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	810505
	"66 years"	"66"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	113959
	"66 years"	"66"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	869390
	"66 years"	"66"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	87182
	"66 years"	"66"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	789172
	"67 years"	"67"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	107138
	"67 years"	"67"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	822200
	"67 years"	"67"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	81563
	"67 years"	"67"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	738858
	"68 years"	"68"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	106721
	"68 years"	"68"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	809822
	"68 years"	"68"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	79599
	"68 years"	"68"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	718983
	"69 years"	"69"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	105881
	"69 years"	"69"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	813268
	"69 years"	"69"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	77751
	"69 years"	"69"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	711488
	"70 years"	"70"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	95367
	"70 years"	"70"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	747370
	"70 years"	"70"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	68273
	"70 years"	"70"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	644933
	"71 years"	"71"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	94818
	"71 years"	"71"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	757956
	"71 years"	"71"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	66804
	"71 years"	"71"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	645943
	"72 years"	"72"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	88719
	"72 years"	"72"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	757717
	"72 years"	"72"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	61056
	"72 years"	"72"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	633941
	"73 years"	"73"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	84392
	"73 years"	"73"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	760142
	"73 years"	"73"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	56546
	"73 years"	"73"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	624912
	"74 years"	"74"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	87505
	"74 years"	"74"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	768711
	"74 years"	"74"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	57205
	"74 years"	"74"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	617153
	"75 years"	"75"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	78474
	"75 years"	"75"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	730332
	"75 years"	"75"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	49571
	"75 years"	"75"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	575673
	"76 years"	"76"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	76775
	"76 years"	"76"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	737141
	"76 years"	"76"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	47224
	"76 years"	"76"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	565779
	"77 years"	"77"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	72902
	"77 years"	"77"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	720872
	"77 years"	"77"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	43677
	"77 years"	"77"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	537030
	"78 years"	"78"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	69856
	"78 years"	"78"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	696533
	"78 years"	"78"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	40667
	"78 years"	"78"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	499430
	"79 years"	"79"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	67185
	"79 years"	"79"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	692256
	"79 years"	"79"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	37511
	"79 years"	"79"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	477046
	"80 years"	"80"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	59397
	"80 years"	"80"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	658795
	"80 years"	"80"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	32852
	"80 years"	"80"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	436063
	"81 years"	"81"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	55441
	"81 years"	"81"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	616514
	"81 years"	"81"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	29627
	"81 years"	"81"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	398448
	"82 years"	"82"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	50510
	"82 years"	"82"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	591042
	"82 years"	"82"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	26160
	"82 years"	"82"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	366840
	"83 years"	"83"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	45275
	"83 years"	"83"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	552964
	"83 years"	"83"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	22534
	"83 years"	"83"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	332153
	"84 years"	"84"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	44157
	"84 years"	"84"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	500499
	"84 years"	"84"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	20585
	"84 years"	"84"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	285167
	"85+ years"	"85"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"Black or African American"	"2054-5"	228060
	"85+ years"	"85"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	2751124
	"85+ years"	"85"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"Black or African American"	"2054-5"	82755
	"85+ years"	"85"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1198940
